"manufacturer","Manufacturer Part #","Product Name","Product Description","Click-Out URL","Price","Category: Other Format","Category: NexTag Numeric ID","Image URL","Ground Shipping","Stock Status","Product Condition","Marketing Message","Weight","Cost-per-Click","UPC","Distributor ID","MUZE ID","ISBN"
"CatEye","0114519","Cateye Adventure Wireless Altitude Cycle Computer","Cateye Adventure Wireless Altitude Cycle Computer.  The ClickTec Plus™ single button design that is easy to use even in the most challenging terrain. With innovative features like reference and home altitude, second bike sensor recognition all in a digita","http://www.bicyclebuys.com/item/0114519/nt",99.99,"Bicycles > Cycle Computers > Cycle Computers","","http://www.bicyclebuys.com/productimages/0114519.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Easton","0508052PART","Easton EC90 SLX Carbon Road Wheelset","Easton EC 90 SLX Carbon Road Wheelset is incredibly light at 1175 grams. The EC90 SLX is the ultimate carbon climbing wheel. However, it is easily stiff and strong enough for the sprinters. Easton’s new 24.9 mm carbon tubular rims are laced to the already","http://www.bicyclebuys.com/item/0508052PART/nt",1099.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508052PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Kurt Kinetic","0123026","Kurt Kinetic Wireless (T-725WL) Power Computer","The Kinetic Wireless Power Computer is designed to give you accurate power (watt) readings when you are using a Kinetic Trainer. All other functions (speed, distance, cadence, calorie burn, altimeter, etc) are accurate both on and off the trainer. Because","http://www.bicyclebuys.com/item/0123026/nt",149.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0123026.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1011024PART","Shimano Ultegra FC-6700 Double Crankset","Shimano Ultegra FC-6700 Crankset. The Shimano Hollowtech II technology continues as a bench mark in the crank and bottom bracket strength to weight category. The bearings are as far apart as possible, eliminating axle flex. Efficiency is also maximized be","http://www.bicyclebuys.com/item/1011024PART/nt",249.99,"Bicycles > Cranksets > Crank Sets","","http://www.bicyclebuys.com/productimages/1011024PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Look","0486704","Look Keo 2 Max Carbon Road Pedal","For a more efficient and more comfortable pedal stroke, the Kéo 2 MAX has a cleat contact surface area 12% larger than the Kéo Carbon. To further improve the transfer of power and to longevity of the pedal, this surface area is made of stainless steel mol","http://www.bicyclebuys.com/item/0486704/nt",179.99,"Bicycles > Clipless Pedals > Road Clipless Pedals","","http://www.bicyclebuys.com/productimages/0486704.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Giro","GIXE0PART","Giro Xen Helmet '10","Giro Xen Mountain Helmet '10 is the original and now iconic all-mountain helmet. Its smooth low-profile style hints at skate-style influence, but its big vents, light weight, and expanded rear coverage define it as a high performance helmet for the modern","http://www.bicyclebuys.com/item/GIXE0PART/nt",99.99,"Bicycles > Helmets > Mountain Helmets","","http://www.bicyclebuys.com/productimages/GIXE0PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1011006PART","Shimano Dura-Ace FC-7900 10-Speed 53/39 Cranks","This aerodynamically designed crankset combines new engineering features together with remarkable weight saving. High rigidity for optimal power transfer. 53-42T, 54-42T, 52-39T, 55-42T, 53-39T(Standard), 56-44T, 50-34T (Compact)","http://www.bicyclebuys.com/item/1011006PART/nt",699.99,"Bicycles > Cranksets > Crank Sets","","http://www.bicyclebuys.com/productimages/1011006PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1011007PART","Shimano Dura-Ace 7950 10-Speed Compact 50/34 Cranks","This aerodynamically designed crankset combines new engineering features together with remarkable weight saving. High rigidity for optimal power transfer. 53-42T, 54-42T, 52-39T, 55-42T, 53-39T, 56-44T (Standard) 50-34T (Compact)","http://www.bicyclebuys.com/item/1011007PART/nt",599.99,"Bicycles > Cranksets > Crank Sets","","http://www.bicyclebuys.com/productimages/1011007PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Giro","GIIO9PART","Giro Ionos Helmet '09","Giro Ionos Road Cycling Helmet is the most technologically advanced road cycling helmet Giro has ever created. The revolutionary in-mold composite sub-frame (I.C.S.) provides the strength support 21 of the largest vents ever carved into a helmet. These ma","http://www.bicyclebuys.com/item/GIIO9PART/nt",160,"Bicycles > Helmets > Road Helmets","","http://www.bicyclebuys.com/productimages/GIIO9PART.jpg","0.00","Yes","New","Discontinued Item Free Shipping","",.45,"","","",""
"CatEye","0104640","Cateye Strada RD400 Double Wireless Cycle Computer","The Cateye Strada Double Wireless with digital technology.  Over 30 separate ID codes will eliminate the possibilty of cross-talk with other computers.  Multi function with a small profile sensor that mounts on the rear stay, shows Cateye's technology is ","http://www.bicyclebuys.com/item/0104640/nt",89.99,"Bicycles > Cycle Computers > Cycle Computers","","http://www.bicyclebuys.com/productimages/0104640.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Easton","0508049PART","Easton EA90 SLX 700C Road Wheels","The EA90 SLX is the lightest aluminum wheelset from Easton. Weighing in at 1398 grams, EA90 SLX is perfect for any ride or race that features significant elevation changes.<","http://www.bicyclebuys.com/item/0508049PART/nt",749.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508049PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Easton","0508048","Easton EA50 SL Road Wheel Set","Easton’s EA50 SL wheel set establishes a new precedent for exceptional value. Like all Easton wheels, the EA50 SL is hand-built — something unheard of at this price point. This is a perfect training wheel for racers or enthusiasts alike thanks to the ride","http://www.bicyclebuys.com/item/0508048/nt",299.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508048.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Easton","0508047","Easton EA50 Road Wheel Set","Easton’s EA50 wheel set establishes a new precedent for exceptional value. Like all Easton wheels, the EA50 is hand-built — something unheard of at this price point. This is a perfect training wheel for racers or enthusiasts alike thanks to the ride quali","http://www.bicyclebuys.com/item/0508047/nt",254.9575,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508047.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Kurt Kinetic","0123001","Kurt Kinetic Turntable Riser Ring","The Kurt Kinetic Turntable Riser Ring is an absolute nessesity for the Rock and Roll Trainer. It is designed to meet the needs of riders who want a level bike when they train. The Riser Ring is adjustable to four heights to simulate flat roads on almost a","http://www.bicyclebuys.com/item/0123001/nt",34.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0123001.jpg","","Yes","New","","",.45,"","","",""
"Continental","0601523PART","Continental Grand Prix Attack/Force Combo 700C","Continental Grand Prix Attack/Force Combo is a high performance road racing concept.","http://www.bicyclebuys.com/item/0601523PART/nt",103.2665,"Bicycles > Road Tires > Road Tires","","http://www.bicyclebuys.com/productimages/0601523N.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Hollywood Engineering","0123011","Hollywood Express 3 (E3) 3-Bike Trunk rack","Hollywood Express 3 (E3) 3-Bike Trunk rack. The Express 3 is an economical three bike trunk rack, and features easy-to-use adjustment hubs for a perfect fit on most vehicles.","http://www.bicyclebuys.com/item/0123011/nt",67.46,"Bicycles > Car Carriers > Trunk Carriers","","http://www.bicyclebuys.com/productimages/0123011.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Campagnolo","1428865","Campagnolo Super Record 11 Ultra Shift Ergopower Shifters/Levers","Campagnolo Super Record 11 Ultra Shift Ergopower Levers. Composite body, carbon-inlay shift lever, carbon fiber brake lever with grooves at the top, and ball bearing shift mechanism combine with titanium internals.","http://www.bicyclebuys.com/item/1428865/nt",399.99,"Bicycles > Shifter/Levers > Road Shifters","","http://www.bicyclebuys.com/productimages/1428865.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Campagnolo","1428758","Campagnolo Super Record 11 Skeleton Brake Caliper Set Black","Campagnolo Super Record 11 Skeleton Brake Caliper Set. Skeleton design eliminates unneeded material while optimizing power, modulation, and torque. Weighing in at 276 grams, which is 17 grams lighter than Dura Ace 7900's, they use a front/rear optimized d","http://www.bicyclebuys.com/item/1428758/nt",339.99,"Bicycles > Brakes > Brakes-Standard","","http://www.bicyclebuys.com/productimages/1428758.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Campagnolo","1010162PART","Campagnolo Super Record 11 Speed Cassette","Campagnolo Super Record 11 Speed Cassette. The Campagnolo Super Record 11-speed road bicycle cassette provides better shifting precision with long lasting performance and a broader range of gear combinations with 11 cogs. The big 5 cogs are titanium and t","http://www.bicyclebuys.com/item/1010162PART/nt",339.99,"Bicycles > Cassettes > Cassettes","","http://www.bicyclebuys.com/productimages/1010162PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Blackburn","0100189","Blackburn Sweat Net SN-1","Blackburn Sweat Net catches sweat and keeps the bike and floor clean. Washable super absorbent Terry cloth. Fits STI style, conventional and mountain style brake levers. It is easy to install and remove and fits most bikes.","http://www.bicyclebuys.com/item/0100189/nt",10.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0100189.jpg","","Yes","New","","",.45,"","","",""
"Sram","1010119PART","Sram XG-1099 XX 10 Speed Cassette","The revolutionary machined design of the Sram XG-1099 XX 10 Speed Cassette uses the same grueling manufacturing techniques that produced the PowerDome road cassette. With X-Dome, eight of the cogs are CNC-machined together out of a single block of billet ","http://www.bicyclebuys.com/item/1010119PART/nt",329.99,"Bicycles > Cassettes > Cassettes","","http://www.bicyclebuys.com/productimages/1010119PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Easton","1630594PART","Easton EC90 Aero Carbon Handlebar","Easton EC90 Aero Carbon Handlebar is a highly contoured, ergonomic version of the EC90 SLX3 bar. The EC90 Aero features anatomic sculpted wing top sections for all-day comfort. Same TaperWall™ and CNT™ composite technology as the EC90 for world-beating pe","http://www.bicyclebuys.com/item/1630594PART/nt",219.99,"Bicycles > Handlebars > Road Handlebars","","http://www.bicyclebuys.com/productimages/1630594PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Cycleops","0130042","CycleOps Supermagneto Pro Indoor Trainer","CycleOps Supermagneto Pro Indoor Trainer combines versatility with an authentic road-like feel. Between seasons, use our SuperMagneto Pro to get in great shape—and stay that way. It offers the most versatility of our trainers. You can adjust the resistanc","http://www.bicyclebuys.com/item/0130042/nt",399.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0130042.jpg","0.00","Yes","New","Call In Mngr Special Free Shipping","",.45,"","","",""
"Easton","0508062PART","Easton EA90 SL Wheelset","Easton EA90 SL wheelsets are considered to be the tougher version of the EA90 SLX thanks to a handful of additional spokes. Exclusive Gen 4 rim design and differential rim depth front to rear offer just the right combo of low weight and durability. Hand-b","http://www.bicyclebuys.com/item/0508062PART/nt",586.4915,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508062PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Minoura","0130026","Minoura B60D Indoor Trainer","The Minoura B60D Indoor Trainer is the latest entry-level trainer offered by one of the most trusted names in home training.  Featuring a simple 3 level resistence unit, this is the perfect trainer for anyone trying to keep in shape during bad weather.","http://www.bicyclebuys.com/item/0130026/nt",119.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0130026.jpg","","Yes","New","","",.45,"","","",""
"Minoura","0129957","Minoura VFS150G-R Fluid/Mag Indoor Trainer w/Remote","Minoura VFS150G-R Fluid/Mag Indoor Trainer w/Remote. VFS series is the world-first Hybrid resistance system that combines with both Fluid and Magnetic systems. The right side with many metal fins is the fluid unit, and the left side black plastic housing ","http://www.bicyclebuys.com/item/0129957/nt",219.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0129957.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Easton","0509336PART","Easton EA90 XC Disc 29 Wheelset","Easton EA90 XC wheels were designed for competitive trail riding and cross country racing. The welded EA90 aluminum rims keeps an airtight UST seal right out of the box (no need to mess with rim strips or sealant to turn these tubeless). The 19mm rim widt","http://www.bicyclebuys.com/item/0509336PART/nt",799.95,"Bicycles > Mountain Wheels > Mountain Wheels","","http://www.bicyclebuys.com/productimages/0509335PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Zipp","1630715PART","Zipp Service Course SL Stem","Your stem has to resist flexing during sprints and accelerations, clamp securely to the fork and handlebar, and support your weight over significant impacts. It’s a difficult job, but the new Zipp Service Course SL stem is still able to combine strength, ","http://www.bicyclebuys.com/item/1630715PART/nt",99.99,"Bicycles > Stems > Stems","","http://www.bicyclebuys.com/productimages/1630715PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
